sao	const	StarName	Mag	BV	MK	RA	DE	Distance	DblSep	DblPeriod	DblPA	VarName	VarType	PmRa	PmDec	ProperName	HIP	IAU	HD	DM	HR	WDS	PPM	SKY2K
123627	Oph		8.190	1.073		18h33'7.9395''	+6º20'38.084''	811.03						-.00030	.0052		90947	J183307.93+062038.0	171196	BD+06 3838 			166069	18330034
123629	Oph		9.150	.704		18h33'10.2386''	+6º36'22.017''	210.97						.00020	-.0140			J183310.23+063622.0	171195	BD+06 3839 			166070	18330043
123630	Oph		8.820	.250		18h33'12.0737''	+6º44'12.426''	292.40						.00052	-.0021			J183312.07+064412.4	171194	BD+06 3840 			166072	18330053
123632	Oph		9.080	.458		18h33'16.4755''	+6º29'8.620''	297.62						.00016	-.0041			J183316.47+062908.6	171218	BD+06 3841 			166074	18330065
123636	Oph		9.740	1.716		18h33'24.4743''	+8º28'49.855''	61.50						.00015	-.0067			J183324.47+082849.8		BD+08 3742 			166077	18330089
123638	Oph		8.600	1.534		18h33'26.3867''	+9º5'30.932''	30303.03						-.00003	.0004		90974	J183326.38+090530.9	171246	BD+08 3743 			166079	18330092
123637	Oph		8.920	.294		18h33'27.6880''	+7º41'19.498''	833.33						.00010	-.0870			J183327.68+074119.4	171262	BD+07 3742 			166081	18330095
123640	Oph		8.910	1.470		18h33'33.0655''	+8º8'31.685''	194.93						-.00005	-.0112			J183333.06+080831.6		BD+08 3744 			166085	18330127
123649	Oph		9.290	.305		18h34'16.5342''	+8º58'46.314''	1149.43						.00054	.0065			J183416.53+085846.3	171387	BD+08 3749 			166102	18340233
123652	Oph		7.219	1.308		18h34'31.3023''	+6º27'44.409''	1013.17						.00009	.0026		91063	J183431.30+062744.4	171427	BD+06 3846 			166106	18340114
123654	Oph		8.860	1.207		18h34'34.6207''	+7º48'44.567''	952.38						-.00051	-.0257			J183434.62+074844.5	171441	BD+07 3751 			166110	18340131
123655	Oph		9.460	1.299		18h34'34.6621''	+8º5'6.109''	229.89						-.00021	.0050			J183434.66+080506.1		BD+07 3752 			166108	18340130
123658	Oph		9.070	1.069		18h34'52.9623''	+7º34'59.029''	161.03						.00022	-.0024			J183452.96+073459.0	171507	BD+07 3754 			166118	18340193
123660	Oph		9.230	.522		18h34'55.2161''	+8º59'13.765''	617.28						.00059	.0352			J183455.21+085913.7	171506	BD+08 3756 			166119	18340202
123663	Oph		10.740	.145		18h35'6.7305''	+7º32'50.028''	89.37						.00007	-.0054			J183506.73+073250.0		BD+07 3756 			166125	18350019
123664	Oph		9.670	.376		18h35'11.2733''	+6º34'9.752''	6666.67						.00034	-.0226			J183511.27+063409.7	171536	BD+06 3851 			166127	18350038
123668	Oph		9.920	.609		18h35'19.8177''	+7º27'4.344''	133.87						-.00076	.0145			J183519.81+072704.3		BD+07 3759 			166133	18350077
123671	Oph		10.090	.404		18h35'28.7503''	+7º51'47.008''	156.49						.00150	.0020			J183528.75+075147.0		BD+07 3760 			166137	18350104
123674	Oph		9.300	1.001		18h35'33.1731''	+8º38'6.299''	250.63						.00018	-.0068			J183533.17+083806.2		BD+08 3759 			166140	18350118
123677	Oph		8.220	1.204		18h35'50.7151''	+7º34'29.806''	900.90						-.00061	-.0286			J183550.71+073429.8	171657	BD+07 3763 			166150	18350168
123679	Oph		9.110	.233		18h35'54.3540''	+8º5'17.315''	749.06						.00046	.0071		91161	J183554.35+080517.3	171683	BD+07 3765 			166151	18350179
123681	Oph		9.420	.415		18h35'55.2204''	+8º57'15.622''	174.52						-.00037	-.0157			J183555.22+085715.6	171682	BD+08 3762 			166152	18350184
123693	Oph		5.440	.370	F3V	18h36'39.0747''	+6º40'18.499''	105.72	.200		91			-.00206	-.1443		91237	J183639.07+064018.4	171834	BD+06 3855 	6987	18367+0640	166175	18360144
123694	Oph		8.640	1.121		18h36'40.1016''	+6º48'3.680''	651.04						.00005	.0059		91241	J183640.10+064803.6	171833	BD+06 3856 			166176	18360150
123698	Oph		7.177	1.682		18h36'59.4387''	+6º24'57.004''	476.19						-.00010	-.0240			J183659.43+062457.0	171887	BD+06 3859 			166183	18360224
123700	Oph		9.790	.807		18h37'5.6773''	+7º51'8.501''	1754.39						-.00031	-.0136			J183705.67+075108.5		BD+07 3770 			166185	18370015
123702	Oph		9.160	1.163		18h37'9.6851''	+8º1'32.525''							-.00086	-.0114			J183709.68+080132.5	171950	BD+07 3772 			166187	18370031
123706	Oph		9.790	1.730		18h37'13.5669''	+7º31'56.330''	881.83	29.200		298			.00061	.0040			J183713.56+073156.3		BD+07 3773 		18373+0732	166189	18370042
123714	Oph		10.310	.720		18h37'22.9896''	+8º30'16.553''	68.03						.00068	.0039			J183722.98+083016.5		BD+08 3770 			166200	18370252
123716	Oph		9.350	1.547		18h37'27.1408''	+7º54'51.716''	50.35						-.00024	.0018			J183727.14+075451.7		BD+07 3775 			166206	18370091
123724	Oph		9.200	.104		18h37'35.1437''	+7º4'44.220''	512.82						-.00067	-.0072			J183735.14+070444.2	172025	BD+06 3862 			166215	18370134
123728	Oph		9.070	.995		18h37'47.6180''	+8º5'1.756''	925.93						-.00013	.0025			J183747.61+080501.7	172070	BD+07 3779 			166223	18370184
123730	Oph		9.400	1.960		18h37'48.6597''	+8º26'28.839''	374.53						-.00048	-.0127			J183748.65+082628.8		BD+08 3773 			166225	18370193
123731	Oph		9.030	.091		18h38'0.0809''	+8º0'2.587''	1272.26	1.000		224			-.00022	-.0081		91362	J183800.08+080002.5	172101	BD+07 3781 		18380+0800	166230	18380001
123752	Oph		9.160	1.820		18h38'33.7798''	+7º50'54.844''	236.41						.00002	-.0002			J183833.77+075054.8		BD+07 3784 			166258	18380114
123753	Oph		9.540	1.023		18h38'34.2167''	+8º7'47.073''	69.44						.00014	-.0119			J183834.21+080747.0		BD+08 3781 			166259	18380115
123757	Oph		9.200	.232		18h38'42.3621''	+7º5'10.703''	854.70						-.00037	-.0117			J183842.36+070510.7	172213	BD+06 3873 			166271	18380158
123767	Oph		8.730	.456		18h39'5.9007''	+7º7'53.697''	512.82						-.00018	-.0287			J183905.90+070753.6	172291	BD+07 3786 			166287	18390018
123769	Oph		9.360	.541		18h39'19.2051''	+6º23'30.254''	1587.30						-.00074	.0072			J183919.20+062330.2	172314	BD+06 3878 			166299	18390061
123776	Oph		9.640	1.121		18h39'31.0525''	+8º46'44.343''	108.93						.00028	-.0073			J183931.05+084644.3		BD+08 3787 			166305	18390236
123779	Oph		7.010	1.071	K0III	18h39'39.6802''	+8º43'58.125''	775.19						-.00057	-.0101		91503	J183939.68+084358.1	172401	BD+08 3791 			166313	18390135
123780	Oph		8.860	.421		18h39'43.9155''	+7º52'37.645''	282.49						-.00297	-.0591			J183943.91+075237.6	172423	BD+07 3797 			166319	18390156
123787	Oph		7.760	1.192		18h40'4.2777''	+7º45'46.466''	1626.02						-.00005	-.0041		91536	J184004.27+074546.4	172472	BD+07 3799 			166332	18400017
123788	Oph		8.720	1.546		18h40'10.8843''	+6º36'47.951''	450.45						.00089	-.0016			J184010.88+063647.9	172473	BD+06 3885 			166337	18400041
123793	Oph		6.940	.220	A2III	18h40'22.6074''	+8º52'6.425''	3623.19						-.00023	-.0068		91571	J184022.60+085206.4	172522	BD+08 3797 			166344	18400081
123801	Oph		9.170	1.529		18h40'42.0364''	+8º53'43.698''	116.55						-.00038	-.0123			J184042.03+085343.6		BD+08 3798 			166355	18400131
123802	Oph		7.220	.350		18h40'46.0988''	+8º47'34.545''	745.71						.00112	.0446		91594	J184046.09+084734.5	172588	BD+08 3799 			166361	18400154
123805	Oph		9.130	1.383		18h40'56.1304''	+6º22'46.056''	126.74						-.00081	-.0411			J184056.13+062246.0		BD+06 3891 			166364	18400187
123811	Oph		8.010	.541		18h41'21.7384''	+7º54'13.182''	286.86						.00250	-.1103		91649	J184121.73+075413.1	172718	BD+07 3805 			166379	18410079
123812	Oph		9.260	1.366		18h41'24.9558''	+8º37'26.296''	1061.57						-.00050	-.0015			J184124.95+083726.2		BD+08 3804 			166382	18410089
123814	Oph		10.260	1.379		18h41'47.5124''	+7º23'1.336''	1282.05						-.00022	-.0024			J184147.51+072301.3		BD+07 3806 			166394	18410166
123816	Oph		10.570	.331		18h41'54.0534''	+7º57'36.803''	11111.11						-.00007	-.0087			J184154.05+075736.8		BD+07 3808 			166398	18410263
123817	Oph		8.900	2.473	S4.8	18h41'57.1681''	+6º49'7.213''	1333.33						.00094	-.0024			J184157.16+064907.2	172804	BD+06 3898 			166399	18410202
123820	Oph		8.740	1.243		18h42'0.6833''	+8º51'58.375''	1111.11						.00008	-.0054			J184200.68+085158.3		BD+08 3808 			166401	18420003
123821	Oph		10.260	.628		18h42'6.2590''	+7º23'24.839''	260.42						.00034	-.0037			J184206.25+072324.8		BD+07 3810 			166404	18420014
123822	Oph		10.190	1.155		18h42'6.4831''	+8º4'1.107''	40.40						.00104	.0066			J184206.48+080401.1		BD+07 3811 			166407	18420017
123830	Oph		9.250	.203		18h42'24.0540''	+8º19'51.928''	1111.11						.00030	-.0047			J184224.05+081951.9	172899	BD+08 3809 			166417	18420101
123838	Oph		8.700	2.160		18h43'5.0763''	+6º46'24.316''	106.84						.00001	-.0033			J184305.07+064624.3	173027	BD+06 3905 			166438	18430025
123839	Oph		8.650	.771		18h43'5.6104''	+7º42'3.672''	152.35	101.000		277			.00888	-.2541		91801	J184305.61+074203.6	173055	BD+07 3815 		18431+0742		18430263
123841	Oph		9.430	.570		18h43'5.6659''	+8º5'18.606''	241.55						-.00123	.0115			J184305.66+080518.6		BD+07 3818 			166439	18430029
123842	Oph		10.140	.250	A5:	18h43'5.8225''	+8º50'23.194''	66.80						.00040	-.0074			J184305.82+085023.1		BD+08 3814 			166441	18430030
123840	Oph		8.250	.109		18h43'5.9787''	+7º16'26.574''	1157.41						-.00039	-.0061		91803	J184305.97+071626.5	173056	BD+07 3816 			166443	18430031
123843	Oph		8.190	.608		18h43'15.7588''	+9º2'28.597''	171.91						.00262	.0309		91818	J184315.75+090228.5	173071	BD+08 3816 			166446	18430077
123848	Oph		9.230	1.114		18h43'29.1075''	+6º58'57.677''	3333.33						-.00078	-.0130			J184329.10+065857.6	173134	BD+06 3908 			166450	18430142
123857	Oph		8.560	.028		18h43'48.6933''	+6º31'44.329''	1165.50						.00034	.0078		91877	J184348.69+063144.3	173193	BD+06 3910 			166462	18430210
123860	Oph		7.140	.520		18h43'51.2497''	+8º37'30.213''	350.51						.00033	-.0248		91881	J184351.24+083730.2	173216	BD+08 3819 			166463	18430225
104033	Oph		6.600	1.750		18h43'51.4973''	+10º54'4.109''	1031.99						.00049	-.0008		91882	J184351.49+105404.1	173215	BD+10 3633 			135145	18430227
123859	Oph		9.200	1.218		18h43'51.6218''	+7º3'6.145''	116.14						-.00084	-.0059			J184351.62+070306.1	173192	BD+06 3912 			166464	18430228
123864	Oph		9.070	1.225		18h43'57.7825''	+6º39'3.444''	505.05						-.00005	-.0069			J184357.78+063903.4	173218	BD+06 3913 			166468	18430245
123877	Oph		8.890	1.164		18h44'31.9753''	+7º29'15.800''	678.89						.00035	-.0101		91944	J184431.97+072915.8	173347	BD+07 3823 			166488	18440125
123878	Oph		7.970	.227		18h44'37.3855''	+7º58'39.400''	311.53						.00154	.0157			J184437.38+075839.4	173369	BD+07 3824 			166493	18440147
123880	Oph		9.310	.670		18h44'53.3936''	+7º1'17.291''	113.38						-.00064	.0070			J184453.39+070117.2	173400	BD+06 3917 			166498	18440226
123881	Oph		9.130	1.220		18h44'55.6966''	+7º8'7.068''	189.39						.00087	-.0211			J184455.69+070807.0	173420	BD+06 3918 			166500	18440234
123883	Oph		7.900	.065		18h45'7.6804''	+6º39'22.645''	1430.62						.00010	-.0002		92002	J184507.68+063922.6	173452	BD+06 3921 			166507	18450032
123885	Oph		8.510	.699		18h45'10.8500''	+8º57'40.022''	220.75						.00198	-.0221			J184510.85+085740.0	173472	BD+08 3832 			166508	18450042
123887	Oph		9.910	.307		18h45'29.2568''	+7º22'20.027''	813.01						-.00001	-.0022			J184529.25+072220.0	173528	BD+07 3829 			166516	18450111
123890	Oph		9.120	1.336		18h45'35.2062''	+7º54'7.773''	180.18						-.00017	-.0003			J184535.20+075407.7	173551	BD+07 3830 			166519	18450130
123892	Oph		9.060	.385		18h45'38.7400''	+8º56'53.729''	1234.57						-.00001	-.0185			J184538.74+085653.7	173565	BD+08 3834 			166522	18450145
112035	Ori		8.740	.810		4h44'48.1712''	+5º17'21.955''	142.27	4.700		282			-.00777	-.0438		22067	J044448.17+051721.9	30101	BD+05  718 		04448+0517	147904	4440171
112106	Ori	1pi 3Ori	3.190	.474	F6V	4h49'50.4106''	+6º57'40.592''	26.75	89.900		142			.03112	.0116	Tabit (1543)	22449	J044950.41+065740.5	30652	BD+06  762 	1543	04498+0658	148020	4490128
112124	Ori	2pi 2Ori	4.360	.018	A1Vn	4h50'36.7218''	+8º54'0.633''	197.94						-.00006	-.0316	Tabit (1544)	22509	J045036.72+085400.6	30739	BD+08  777 	1544		148045	4500103
112128	Ori		7.690	.538		4h50'40.1362''	+4º17'38.118''	392.16	1.000		35			.00360	-.0420			J045040.13+041738.1	30771	BD+04  762 		04507+0418	148046	4500114
112142	Ori	3pi 4Ori	3.680	-.159	B2III+B2IV	4h51'12.3639''	+5º36'18.374''	1287.00						-.00024	.0010	Tabit (1552)	22549	J045112.36+053618.3	30836	BD+05  745 	1552		148064	4510040
112167	Ori		8.880	.506		4h52'24.1675''	+4º19'57.655''	114.94						.00490	-.0490			J045224.16+041957.6	31003	BD+04  769 			148099	4520066
131569	Ori		8.030	.097		4h53'4.5597''	-1º15'51.970''	569.80	41.700		355			.00066	-.0173		22714	J045304.55-011551.9	31124	BD-01  743 		04531-0117	175657	4530014
112179	Ori	5    Ori	5.330	1.590	M1III	4h53'22.7726''	+2º30'29.610''	652.32						.00198	-.0164		22730	J045322.77+023029.6	31139	BD+02  800 	1562		148121	4530047
112197	Ori	8pi 5Ori	3.710	-.173	B3III+B0V	4h54'15.0965''	+2º26'26.419''	1371.74				pi.05_Ori	ELL	.00010	.0002		22797	J045415.09+022626.4	31237	BD+02  810 	1567		148148	4540046
112197	Ori	8pi 5Ori	3.710	-.173	B3III+B0V	4h54'15.0965''	+2º26'26.419''	1371.74				pi.05_Ori	ELL	.00010	.0002		22797	J045415.09+022626.4	31237	BD+02  810 	1567		148148	4540046
94193	Ori		7.135	.562		4h54'43.6548''	+12º21'7.924''	179.40						.00629	-.0400		22826	J045443.65+122107.9	31253	BD+12  673 			120377	4540123
112205	Ori		6.860	.150		4h54'56.3761''	+8º35'59.988''	543.77	1.900		341			-.00101	-.0020		22848	J045456.37+083559.9	31306	BD+08  799 		04549+0836	148163	4540161
131593	Ori		9.120	.271		4h55'3.6037''	-0º32'43.529''	2564.10	.200		120			-.00006	.0021		22856	J045503.60-003243.5	31356	BD-00  799 		04551-0033	175671	4550008
112223	Ori		6.871	.258		4h56'1.0296''	+1º37'30.685''	267.74						.00042	.0436		22926	J045601.02+013730.6	31437	BD+01  857 			148186	4560002
94218	Ori	9omi2Ori	4.080	1.163	K2-IIIFe-1	4h56'22.2744''	+13º30'52.077''	173.07	36.200		51			-.00533	-.0460		22957	J045622.27+133052.0	31421	BD+13  740 	1580	04564+1331	120410	4560065
94230	Ori		9.210	.671		4h57'41.4697''	+13º55'55.612''	2083.33						.00021	-.0420			J045741.46+135555.6	31593	BD+13  748 			120432	4570109
94234	Ori		8.710	.603		4h58'19.2558''	+13º57'10.946''	105.82	4.100		237			.00180	-.0740			J045819.25+135710.9	31665	BD+13  752 		04583+1357	120444	4580064
112281	Ori	10pi 6Ori	4.460	1.386	K2-II	4h58'32.9019''	+1º42'50.457''	974.66						-.00011	-.0079		23123	J045832.90+014250.4	31767	BD+01  872 	1601		148255	4580096
94239	Ori		7.590	.060		4h58'57.2063''	+14º32'58.469''	626.57	89.300		114			.00034	-.0040		23159	J045857.20+143258.4	31747	BD+14  795 		04590+1433	120457	4580167
131684	Ori		6.310	.286	A8IV	5h0'39.8081''	-2º3'57.716''	165.26						-.00086	-.0031		23296	J050039.80-020357.7	32115	SD-02 1095 	1613		175699	5000109
112338	Ori		8.320	.540		5h1'57.1594''	+1º2'58.777''	199.48						.00767	.0498		23414	J050157.15+010258.7	32274	BD+00  924 			148334	5010191
112340	Ori		6.510	-.090	B8V	5h2'0.0239''	+1º36'31.914''	519.21	14.600		51			-.00036	.0098		23419	J050200.02+013631.9	32273	BD+01  886 	1619	05020+0137	148337	5010208
112341	Ori		7.790	.217		5h2'0.7549''	+1º36'41.250''	276.40	14.600		51			-.00050	.0073		23419	J050200.75+013641.2	32273	BD+01  886 		05020+0137	148338	5020004
94285	Ori		7.250	.350		5h3'1.6018''	+12º3'33.868''	308.07						-.00075	.0469		23492	J050301.60+120333.8	32348	BD+11  704 			120536	5030006
112386	Ori		8.770	.951		5h4'22.3722''	+1º5'44.521''	88.65						-.00140	-.1020			J050422.37+010544.5	32597	BD+00  933 			148398	5040058
94290	Ori	11    Ori	4.670	-.053	A0pSi	5h4'34.1495''	+15º24'14.779''	409.00				V1032_Ori	ACV	.00127	-.0310		23607	J050434.14+152414.7	32549	BD+15  732 	1638		120559	5040086
94311	Ori		7.880	.833		5h5'49.3849''	+13º17'9.806''	252.91						.00381	-.1033		23710	J050549.38+131709.8	32734	BD+13  797 			120589	5050131
112440	Ori	14    Ori	5.350	.339		5h7'52.8938''	+8º29'54.344''	197.94	.700		343			.00236	-.0595		23879	J050752.89+082954.3	33054	BD+08  866 	1664	05079+0830	148485	5070156
112465	Ori		6.510	.138		5h8'56.1517''	+3º13'7.469''	528.26	.300		166			-.00045	-.0262		23957	J050856.15+031307.4	33236	BD+03  785 		05089+0313	148518	5080181
94359	Ori	15    Ori	4.820	.319	F2IV	5h9'41.9551''	+15º35'50.036''	325.52	.300		37			-.00049	-.0161		24010	J050941.95+153550.0	33276	BD+15  752 	1676	05097+1536	120658	5090118
131834	Ori		6.110	1.088	K0III	5h10'3.2617''	-0º33'55.162''	321.44						.00014	-.0508		24041	J051003.26-003355.1	33419	BD-00  867 	1681		175748	5100019
94363	Ori		6.688	.384		5h10'10.4073''	+13º32'54.130''	225.23						-.00439	-.0425		24059	J051010.40+133254.1	33336	BD+13  821 			120667	5100051
131852	Ori		5.900	.469	F5V	5h11'19.1768''	-2º29'26.817''	128.01						.00544	.0014		24162	J051119.17-022926.8	33608	SD-02 1165 	1687		187787	5110053
112506	Ori		6.990	.600		5h11'46.4490''	+4º24'12.742''	95.65						.01209	-.1373		24205	J051146.44+042412.7	33636	BD+04  858 			148582	5110140
112528	Ori	17rho Ori	4.480	1.215	K1IIICN0.5	5h13'17.4814''	+2º51'40.556''	351.25	6.900		64			.00020	.0049		24331	J051317.48+025140.5	33856	BD+02  888 	1698	05133+0252	148614	5130044
112528	Ori	17rho Ori	4.480	1.215	K1IIICN0.5	5h13'17.4814''	+2º51'40.556''	351.25	6.900		64			.00020	.0049		24331	J051317.48+025140.5	33856	BD+02  888 	1698	05133+0252	148614	5130044
112535	Ori		6.110	.404	F7III:+A5IV:	5h13'31.5569''	+1º58'3.663''	898.47	.600		236			.00040	-.0001		24349	J051331.55+015803.6	33883	BD+01  938 	1701	05135+0158	148621	5130083
131907	Ori	19bet Ori	.280	.023	B8Ia:	5h14'32.2723''	-8º12'5.906''	789.89	9.500		204	bet_Ori	ACYG	.00013	-.0006	RIGEL	24436	J051432.27-081205.9	34085	SD-08 1063 	1713	05145-0812	187839	5140095
131917	Ori		6.150	.399	F0IV	5h15'18.5019''	-1º24'32.544''	153.12						-.00237	.0088		24493	J051518.50-012432.5	34180	BD-01  837 	1717		175774	5150067
112580	Ori		8.720	.517		5h15'52.4683''	+3º44'55.757''	362.71	1.000		93			-.00065	-.0169		24537	J051552.46+034455.7	34211	BD+03  827 		05159+0345	148687	5150165
131928	Ori		7.810	.085		5h16'14.5330''	-3º28'59.204''	1031.99	.600		260			-.00026	.0021		24567	J051614.53-032859.2	34280	SD-03 1051 		05162-0329	187874	5160039
131952	Ori	20tau Ori	3.600	-.110	B5III	5h17'36.3899''	-6º50'39.874''	566.89	34.800		250			-.00103	-.0096		24674	J051736.38-065039.8	34503	SD-07 1028 	1735	05176-0651	187900	5170104
112605	Ori		8.290	.383		5h18'3.4927''	+3º41'30.357''	373.69	.800		286			-.00444	.0019		24714	J051803.49+034130.3	34501	BD+03  841 		05181+0342	148723	5180188
112633	Ori		7.010	.521		5h19'49.0390''	+2º30'48.999''	124.94						.00204	-.0992		24864	J051949.03+023048.9	34745	BD+02  920 			148771	5190155
132004	Ori		6.420	-.052	B8III	5h20'26.4068''	-5º22'3.102''	694.44	4.400		285			-.00028	-.0047		24925	J052026.40-052203.1	34880	SD-05 1225 	1759	05204-0522	187964	5200091
112645	Ori		9.450	-.028		5h20'29.0540''	+3º30'2.812''	469.48						.00012	-.0046			J052029.05+033002.8	34846	BD+03  855 			148786	5200099
132028	Ori	22    Ori	4.720	-.164	B2IV-V	5h21'45.7479''	-0º22'56.875''	1317.52						.00003	.0017		25044	J052145.74-002256.8	35039	BD-00  930 	1765		175807	5210126
132067	Ori	29    Ori	4.140	.955	G8IIIFe-0.5	5h23'56.8282''	-7º48'29.032''	178.16						-.00094	-.0448		25247	J052356.82-074829.0	35369	SD-07 1064 	1784		188020	5230174
132071	Ori	28eta Ori	3.390	-.171	B1V+B2e	5h24'28.6167''	-2º23'49.726''	920.81	1.700		78	eta_Ori	EA+BCE	-.00004	-.0032		25281	J052428.61-022349.7	35411	SD-02 1235 	1788	05245-0224	188024	5240078
150420	Ori		5.590	1.543	K5III	5h25'1.7441''	-10º19'43.993''	649.77						.00021	-.0171		25329	J052501.74-101943.9	35536	SD-10 1178 	1799		215733	5250010
112741	Ori		7.870	1.546		5h25'3.5162''	+1º11'8.175''	421.94						.00026	-.0056			J052503.51+011108.1	35483	BD+01 1007 			148914	5250017
112740	Ori	24gam Ori	1.660	-.142	B2III	5h25'7.8631''	+6º20'58.928''	248.39	179.000		144			-.00059	-.0133	BELLATRIX	25336	J052507.86+062058.9	35468	BD+06  919 	1790	05251+0621	148916	5250033
112765	Ori		6.520	-.001	B9V	5h26'31.2174''	+2º56'9.265''	520.02	3.100		64			-.00013	-.0059		25443	J052631.21+025609.2	35673	BD+02  961 		05265+0256	148947	5260096
132116	Ori		6.610	-.165	B2V	5h26'59.1639''	-2º21'38.334''	1013.17						.00008	-.0008		25480	J052659.16-022138.3	35777	SD-02 1250 			175830	5260191
112781	Ori		6.750	-.169	B2V	5h27'8.3028''	+3º51'19.971''	1082.25						.00000	-.0008		25493	J052708.30+035119.9	35762	BD+03  903 			148969	5270024
94556	Ori		6.180	.071	A1IV	5h27'13.8945''	+15º15'27.470''	471.48						-.00038	-.0101		25502	J052713.89+151527.4	35693	BD+15  822 	1809		120962	5270042
